city,district,lat,lng,category,season,hotel_budget,hotel_mid,hotel_luxury,food_budget,food_mid,food_luxury,local_transport_urban,local_transport_rural,flight_base_rate,bus_available,bus_km_rate,train_available,train_km_rate,flight_available
Kodaikanal,Dindigul,10.23,77.49,Tier-Z,peak,2042,3496,11683,222,1039,2858,298,0,0,1,0.96,0,0.72,0
Kodaikanal,Dindigul,10.23,77.49,Tier-Z,shoulder,1925,4420,11275,218,798,2226,320,0,0,1,1.05,0,0.73,0
Kodaikanal,Dindigul,10.23,77.49,Tier-Z,offpeak,1227,2617,3905,204,581,1077,345,0,0,1,1.16,0,0.73,0
Dharmapuri,Dharmapuri,12.15,78.16,Rural,peak,802,1972,6147,214,662,1646,0,0,0,1,1.24,1,0.73,0
Dharmapuri,Dharmapuri,12.15,78.16,Rural,shoulder,1330,2598,5431,119,462,979,0,0,0,1,1.02,1,0.72,0
Dharmapuri,Dharmapuri,12.15,78.16,Rural,offpeak,1120,1713,4776,165,279,871,0,0,0,1,0.97,1,0.72,0
Sivaganga,Sivaganga,9.85,78.48,Rural,peak,1158,3037,5569,188,562,1625,0,0,0,1,0.96,1,0.73,0
Sivaganga,Sivaganga,9.85,78.48,Rural,shoulder,1073,2111,3561,230,739,1134,0,0,0,1,0.92,1,0.73,0
Sivaganga,Sivaganga,9.85,78.48,Rural,offpeak,600,1317,4397,223,497,728,0,0,0,1,1.04,1,0.72,0
Perambalur,Perambalur,11.23,78.89,Rural,peak,605,3186,7365,237,762,1613,0,0,0,1,1.03,1,0.71,0
Perambalur,Perambalur,11.23,78.89,Rural,shoulder,877,2080,6487,138,589,1470,0,0,0,1,1.15,1,0.72,0
Perambalur,Perambalur,11.23,78.89,Rural,offpeak,1019,1738,3705,168,541,1134,0,0,0,1,1.05,1,0.71,0
Cuddalore,Cuddalore,11.75,79.77,Tier-Z,peak,2152,4978,5710,356,630,2150,389,0,0,1,1.2,1,0.73,0
Cuddalore,Cuddalore,11.75,79.77,Tier-Z,shoulder,1065,3086,5569,167,805,1678,282,0,0,1,0.85,1,0.72,0
Cuddalore,Cuddalore,11.75,79.77,Tier-Z,offpeak,1343,2265,3843,174,772,1172,232,0,0,1,1.02,1,0.72,0
Nagapattinam,Nagapattinam,10.76,79.84,Tier-Z,peak,1666,4184,11485,370,989,1646,393,0,0,1,0.88,1,0.73,0
Nagapattinam,Nagapattinam,10.76,79.84,Tier-Z,shoulder,1698,3040,4304,198,733,1723,355,0,0,1,0.87,1,0.72,0
Nagapattinam,Nagapattinam,10.76,79.84,Tier-Z,offpeak,1217,2762,5494,226,449,1382,386,0,0,1,1.17,1,0.73,0
Kumbakonam,Thanjavur,10.96,79.38,Tier-Z,peak,1882,4091,6143,350,705,1919,405,0,0,1,0.88,1,0.72,0
Kumbakonam,Thanjavur,10.96,79.38,Tier-Z,shoulder,1790,2180,4551,370,823,1424,394,0,0,1,1.1,1,0.72,0
Kumbakonam,Thanjavur,10.96,79.38,Tier-Z,offpeak,927,3041,4270,203,725,1570,302,0,0,1,1.04,1,0.72,0
Theni,Theni,10.0,77.48,Rural,peak,1265,2248,6381,166,809,1415,0,0,0,1,1.21,1,0.72,0
Theni,Theni,10.0,77.48,Rural,shoulder,602,2461,7530,258,690,1686,0,0,0,1,0.91,1,0.72,0
Theni,Theni,10.0,77.48,Rural,offpeak,814,1107,2197,125,425,733,0,0,0,1,1.01,1,0.72,0
Delhi,New Delhi,28.61,77.23,Tier-X,peak,1904,8142,19759,437,1822,3641,577,0,4669,1,1.06,1,0.73,1
Delhi,New Delhi,28.61,77.23,Tier-X,shoulder,1968,4698,13730,538,1459,2563,321,0,3879,1,0.91,1,0.72,1
Delhi,New Delhi,28.61,77.23,Tier-X,offpeak,1411,3492,10897,460,1034,1972,409,0,3895,1,0.97,1,0.73,1
Mumbai,Mumbai City,18.97,72.82,Tier-X,peak,2428,9719,13840,561,1089,2817,624,0,5477,1,1.03,1,0.72,1
Mumbai,Mumbai City,18.97,72.82,Tier-X,shoulder,2879,5881,13345,355,1050,3035,614,0,4009,1,1.07,1,0.73,1
Mumbai,Mumbai City,18.97,72.82,Tier-X,offpeak,1394,4437,6382,336,884,2004,480,0,3222,1,1.17,1,0.72,1
Bengaluru,Bengaluru Urban,12.98,77.59,Tier-X,peak,2523,9861,17083,342,1691,3808,380,0,5590,1,1.11,1,0.71,1
Bengaluru,Bengaluru Urban,12.98,77.59,Tier-X,shoulder,2586,6827,17684,375,975,2446,403,0,4699,1,1.23,1,0.72,1
Bengaluru,Bengaluru Urban,12.98,77.59,Tier-X,offpeak,1864,4403,8012,374,1030,2683,358,0,3321,1,0.89,1,0.73,1
Kolkata,Kolkata,22.57,88.36,Tier-X,peak,1876,7872,12023,489,957,2892,549,0,5321,1,1.18,1,0.72,1
Kolkata,Kolkata,22.57,88.36,Tier-X,shoulder,1686,5589,10150,385,1222,2210,544,0,4217,1,0.91,1,0.72,1
Kolkata,Kolkata,22.57,88.36,Tier-X,offpeak,2024,6174,7563,377,1036,1815,472,0,3644,1,0.87,1,0.71,1
Hyderabad,Hyderabad,17.36,78.47,Tier-X,peak,2228,9004,17532,532,1768,3369,615,0,5960,1,0.99,1,0.72,1
Hyderabad,Hyderabad,17.36,78.47,Tier-X,shoulder,2364,6045,17537,366,1541,2151,561,0,4912,1,0.87,1,0.71,1
Hyderabad,Hyderabad,17.36,78.47,Tier-X,offpeak,1476,4943,8758,377,1217,2532,518,0,3819,1,1.05,1,0.73,1
Ahmedabad,Ahmedabad,23.01,72.34,Tier-X,peak,2004,5667,19969,400,1285,2899,429,0,4392,1,1.0,1,0.72,1
Ahmedabad,Ahmedabad,23.01,72.34,Tier-X,shoulder,1922,5944,17645,470,1086,2341,396,0,4636,1,1.17,1,0.71,1
Ahmedabad,Ahmedabad,23.01,72.34,Tier-X,offpeak,1738,5110,11977,456,1313,2169,308,0,3829,1,0.94,1,0.73,1
Pune,Pune,18.52,73.85,Tier-X,peak,2827,10746,14437,486,1465,2935,494,0,5711,1,1.25,1,0.72,1
Pune,Pune,18.52,73.85,Tier-X,shoulder,1710,9127,14404,459,1237,2199,504,0,4547,1,1.1,1,0.73,1
Pune,Pune,18.52,73.85,Tier-X,offpeak,1378,5179,10396,358,1153,2358,541,0,2751,1,0.91,1,0.72,1
Chennai,Chennai,13.09,80.27,Tier-X,peak,2407,7930,15717,522,971,3062,621,0,5701,1,1.11,1,0.73,1
Chennai,Chennai,13.09,80.27,Tier-X,shoulder,2080,5313,18682,454,1629,2839,447,0,3177,1,1.14,1,0.72,1
Chennai,Chennai,13.09,80.27,Tier-X,offpeak,1810,4795,7686,316,701,2347,534,0,2896,1,1.07,1,0.71,1
Jaipur,Jaipur,26.92,75.82,Tier-Y,peak,1705,4273,17135,445,1532,2137,353,0,3492,1,1.03,1,0.72,1
Jaipur,Jaipur,26.92,75.82,Tier-Y,shoulder,2307,5122,10591,385,1015,2733,329,0,5159,1,1.13,1,0.73,1
Jaipur,Jaipur,26.92,75.82,Tier-Y,offpeak,957,1860,4420,195,835,1844,366,0,2374,1,0.93,1,0.72,1
Agra,Agra,27.11,78.02,Tier-Y,peak,2953,4795,16406,387,1438,2372,425,0,0,1,0.96,1,0.73,0
Agra,Agra,27.11,78.02,Tier-Y,shoulder,2303,6952,9079,233,1189,2410,301,0,0,1,1.08,1,0.72,0
Agra,Agra,27.11,78.02,Tier-Y,offpeak,1148,3493,5301,288,678,2079,222,0,0,1,1.03,1,0.73,0
Amritsar,Amritsar,31.64,74.86,Tier-Y,peak,1298,6932,8990,396,970,2579,364,0,0,1,0.92,1,0.72,0
Amritsar,Amritsar,31.64,74.86,Tier-Y,shoulder,2047,4912,7061,316,1164,2269,349,0,0,1,0.98,1,0.71,0
Amritsar,Amritsar,31.64,74.86,Tier-Y,offpeak,1341,2584,4462,230,711,1786,402,0,0,1,1.25,1,0.71,0
Varanasi,Varanasi,25.33,83.01,Tier-Y,peak,1713,4593,14073,286,817,2896,317,0,0,1,1.21,1,0.73,0
Varanasi,Varanasi,25.33,83.01,Tier-Y,shoulder,2314,5054,6025,304,1340,1968,361,0,0,1,1.0,1,0.73,0
Varanasi,Varanasi,25.33,83.01,Tier-Y,offpeak,1311,1834,3694,272,664,1593,370,0,0,1,1.0,1,0.72,0
Kochi,Ernakulam,9.96,76.25,Tier-Y,peak,2308,5160,12011,272,1523,2016,582,0,0,1,1.13,1,0.72,0
Kochi,Ernakulam,9.96,76.25,Tier-Y,shoulder,2264,6128,11191,409,1094,1883,337,0,0,1,1.23,1,0.71,0
Kochi,Ernakulam,9.96,76.25,Tier-Y,offpeak,1451,3968,7285,286,836,1969,472,0,0,1,1.15,1,0.72,0
Mysore,Mysore,12.31,76.65,Tier-Y,peak,2123,6440,17067,247,1496,2658,329,0,4868,1,1.13,1,0.73,1
Mysore,Mysore,12.31,76.65,Tier-Y,shoulder,1624,4345,7603,436,1149,2539,554,0,3792,1,1.2,1,0.72,1
Mysore,Mysore,12.31,76.65,Tier-Y,offpeak,1375,3267,3625,345,901,2027,369,0,3022,1,0.92,1,0.72,1
Bhopal,Bhopal,23.25,77.41,Tier-Y,peak,2038,6184,10980,366,1063,2041,342,0,3987,1,1.09,1,0.73,1
Bhopal,Bhopal,23.25,77.41,Tier-Y,shoulder,1436,2728,9348,340,1120,1821,410,0,2463,1,1.05,1,0.72,1
Bhopal,Bhopal,23.25,77.41,Tier-Y,offpeak,1364,2556,5590,296,1029,1410,327,0,3591,1,1.04,1,0.72,1
Bhubaneswar,Khordha,20.27,85.84,Tier-Y,peak,2333,2682,12384,387,1033,2777,520,0,3134,1,0.88,1,0.72,1
Bhubaneswar,Khordha,20.27,85.84,Tier-Y,shoulder,1853,4016,6870,309,1077,2581,437,0,4082,1,1.02,1,0.72,1
Bhubaneswar,Khordha,20.27,85.84,Tier-Y,offpeak,1492,3622,4121,249,822,1579,290,0,2806,1,0.85,1,0.72,1
Dehradun,Dehradun,30.345,78.029,Tier-Y,peak,1550,6603,13186,493,801,3101,595,0,4925,1,0.95,1,0.72,1
Dehradun,Dehradun,30.345,78.029,Tier-Y,shoulder,2174,5889,10134,258,1210,1820,414,0,3624,1,1.06,1,0.73,1
Dehradun,Dehradun,30.345,78.029,Tier-Y,offpeak,868,2033,3344,203,1043,1435,360,0,2737,1,1.22,1,0.73,1
Erode,Erode,11.34,77.72,Tier-Y,peak,2313,5165,13326,357,708,2093,467,0,3077,1,0.95,1,0.72,1
Erode,Erode,11.34,77.72,Tier-Y,shoulder,1872,5169,8095,214,728,1826,250,0,3085,1,0.87,1,0.73,1
Erode,Erode,11.34,77.72,Tier-Y,offpeak,1923,4049,8515,268,611,2070,347,0,2356,1,1.18,1,0.71,1
Faridabad,Faridabad,28.4,77.31,Tier-Y,peak,1885,3873,7174,324,784,2568,638,0,4856,1,1.15,1,0.73,1
Faridabad,Faridabad,28.4,77.31,Tier-Y,shoulder,1618,4165,7425,336,1208,1564,368,0,3607,1,1.22,1,0.72,1
Faridabad,Faridabad,28.4,77.31,Tier-Y,offpeak,1079,3129,6654,183,790,1547,556,0,3683,1,1.03,1,0.72,1
Patna,Patna,25.59,85.13,Tier-Y,peak,2128,4379,8815,324,1210,2046,335,0,2791,1,1.07,1,0.71,1
Patna,Patna,25.59,85.13,Tier-Y,shoulder,2039,4261,9037,331,849,2339,459,0,3437,1,1.0,1,0.72,1
Patna,Patna,25.59,85.13,Tier-Y,offpeak,1382,3691,5247,264,1009,1334,414,0,3382,1,1.14,1,0.72,1
Puducherry,Puducherry,11.94,79.81,Tier-Y,peak,1859,7017,7869,383,1095,2897,431,0,0,1,1.25,1,0.72,0
Puducherry,Puducherry,11.94,79.81,Tier-Y,shoulder,1939,6597,13144,294,1126,2337,365,0,0,1,0.86,1,0.72,0
Puducherry,Puducherry,11.94,79.81,Tier-Y,offpeak,1515,2617,4528,257,951,1943,394,0,0,1,0.88,1,0.72,0
Rajkot,Rajkot,22.3,70.79,Tier-Y,peak,2144,5877,13853,427,1164,2557,442,0,3949,1,0.89,1,0.73,1
Rajkot,Rajkot,22.3,70.79,Tier-Y,shoulder,1251,3565,7862,414,889,2497,521,0,3491,1,0.88,1,0.72,1
Rajkot,Rajkot,22.3,70.79,Tier-Y,offpeak,860,4569,4368,265,689,1943,557,0,2229,1,0.87,1,0.72,1
Thiruvananthapuram,Thiruvananthapuram,8.52,76.94,Tier-Y,peak,1817,6196,10101,461,916,2680,409,0,2869,1,1.18,1,0.72,1
Thiruvananthapuram,Thiruvananthapuram,8.52,76.94,Tier-Y,shoulder,1912,4960,9473,230,1127,1952,265,0,4044,1,0.91,1,0.73,1
Thiruvananthapuram,Thiruvananthapuram,8.52,76.94,Tier-Y,offpeak,1020,2296,5147,300,563,1449,264,0,2406,1,0.89,1,0.72,1
Tiruchirappalli,Tiruchirappalli,10.79,78.7,Tier-Y,peak,1389,5254,10615,278,1152,2090,422,0,4379,1,1.23,1,0.73,1
Tiruchirappalli,Tiruchirappalli,10.79,78.7,Tier-Y,shoulder,1947,4577,12953,259,1351,1536,307,0,4674,1,1.07,1,0.72,1
Tiruchirappalli,Tiruchirappalli,10.79,78.7,Tier-Y,offpeak,1131,3128,5813,210,973,1327,457,0,2499,1,1.23,1,0.72,1
Tirunelveli,Tirunelveli,8.71,77.75,Tier-Y,peak,1956,3547,7794,316,1240,1834,425,0,3180,1,1.02,1,0.72,1
Tirunelveli,Tirunelveli,8.71,77.75,Tier-Y,shoulder,1566,4856,9989,263,1044,2706,336,0,2747,1,1.22,1,0.71,1
Tirunelveli,Tirunelveli,8.71,77.75,Tier-Y,offpeak,1636,3268,6711,344,499,1757,331,0,1827,1,1.18,1,0.72,1
Vadodara,Vadodara,22.3,73.19,Tier-Y,peak,1590,4350,14115,351,1355,2007,440,0,4127,1,1.02,1,0.72,1
Vadodara,Vadodara,22.3,73.19,Tier-Y,shoulder,1868,5065,9781,298,611,2347,395,0,4342,1,1.2,1,0.73,1
Vadodara,Vadodara,22.3,73.19,Tier-Y,offpeak,1471,3396,6292,234,733,1679,462,0,3288,1,1.18,1,0.73,1
Visakhapatnam,Visakhapatnam,17.68,83.28,Tier-Y,peak,2039,5775,11952,322,1139,3042,425,0,3201,1,1.15,1,0.73,1
Visakhapatnam,Visakhapatnam,17.68,83.28,Tier-Y,shoulder,1819,5500,9648,365,1161,1856,412,0,2211,1,0.87,1,0.72,1
Visakhapatnam,Visakhapatnam,17.68,83.28,Tier-Y,offpeak,1282,3143,5375,251,885,1559,336,0,3349,1,0.93,1,0.71,1
Guwahati,Kamrup Metropolitan,26.1,91.74,Tier-Y,peak,2191,6266,12035,393,1064,3050,497,0,3465,1,0.92,1,0.71,1
Guwahati,Kamrup Metropolitan,26.1,91.74,Tier-Y,shoulder,1476,2856,9493,271,1150,2342,381,0,3190,1,0.97,1,0.71,1
Guwahati,Kamrup Metropolitan,26.1,91.74,Tier-Y,offpeak,1797,2133,4477,231,1017,1912,349,0,2409,1,0.87,1,0.72,1
Panaji,North Goa,15.5,73.83,Tier-Y,peak,2175,6939,13129,369,1084,2095,401,0,4688,1,1.14,1,0.72,1
Panaji,North Goa,15.5,73.83,Tier-Y,shoulder,1375,3477,6747,322,1160,2688,295,0,3669,1,0.98,1,0.71,1
Panaji,North Goa,15.5,73.83,Tier-Y,offpeak,1692,3179,4777,194,1053,1531,438,0,2972,1,1.14,1,0.71,1
Raipur,Raipur,21.25,81.63,Tier-Y,peak,2000,5160,7295,245,1292,2004,592,0,2873,1,1.03,1,0.72,1
Raipur,Raipur,21.25,81.63,Tier-Y,shoulder,1328,6124,10309,346,1047,1795,502,0,2221,1,0.99,1,0.71,1
Raipur,Raipur,21.25,81.63,Tier-Y,offpeak,1247,2762,7430,208,651,1406,322,0,1876,1,0.93,1,0.72,1
Ranchi,Ranchi,23.34,85.3,Tier-Y,peak,2615,5008,12461,423,1188,2520,491,0,4479,1,0.86,1,0.71,1
Ranchi,Ranchi,23.34,85.3,Tier-Y,shoulder,1764,4745,6476,346,814,1874,402,0,3107,1,1.01,1,0.73,1
Ranchi,Ranchi,23.34,85.3,Tier-Y,offpeak,1052,2358,6503,285,977,1829,320,0,2219,1,1.1,1,0.72,1
Udaipur,Udaipur,24.57,73.69,Tier-Y,peak,2316,5301,8485,261,751,2199,563,0,4847,1,0.95,1,0.73,1
Udaipur,Udaipur,24.57,73.69,Tier-Y,shoulder,1104,5258,11907,321,1230,1811,489,0,4079,1,0.96,1,0.73,1
Udaipur,Udaipur,24.57,73.69,Tier-Y,offpeak,882,2899,6310,340,602,2066,339,0,2508,1,1.01,1,0.72,1
Jamshedpur,East Singhbhum,22.81,86.2,Tier-Y,peak,2070,4265,8386,266,937,2377,532,0,3564,1,1.18,1,0.71,1
Jamshedpur,East Singhbhum,22.81,86.2,Tier-Y,shoulder,1600,5465,11236,396,632,2500,497,0,2881,1,0.96,1,0.71,1
Jamshedpur,East Singhbhum,22.81,86.2,Tier-Y,offpeak,930,4496,8762,364,641,1422,328,0,3550,1,0.9,1,0.73,1
Ludhiana,Ludhiana,30.91,75.85,Tier-Y,peak,1267,6541,8699,408,672,3010,353,0,3591,1,0.97,1,0.71,1
Ludhiana,Ludhiana,30.91,75.85,Tier-Y,shoulder,1142,5188,9725,354,841,1796,374,0,3077,1,1.03,1,0.73,1
Ludhiana,Ludhiana,30.91,75.85,Tier-Y,offpeak,1874,3233,5359,222,1014,1476,460,0,3166,1,0.95,1,0.73,1
Surat,Surat,21.17,72.83,Tier-Y,peak,1376,5000,7308,301,1260,2663,450,0,3484,1,0.99,1,0.73,1
Surat,Surat,21.17,72.83,Tier-Y,shoulder,2219,5051,10077,388,1113,2776,468,0,2846,1,1.11,1,0.72,1
Surat,Surat,21.17,72.83,Tier-Y,offpeak,1453,2603,5043,250,1169,2100,370,0,3030,1,0.87,1,0.71,1
Shimla,Shimla,31.1,77.17,Tier-Y,peak,2782,4975,15102,410,1384,3472,412,0,0,1,1.15,1,0.71,0
Shimla,Shimla,31.1,77.17,Tier-Y,shoulder,1501,3841,7223,238,1009,2525,540,0,0,1,1.24,1,0.73,0
Shimla,Shimla,31.1,77.17,Tier-Y,offpeak,1007,2021,4789,188,764,1551,370,0,0,1,1.08,1,0.72,0
Chandigarh,Chandigarh,30.73,76.78,Tier-Y,peak,1975,5729,6852,334,735,2842,349,0,3655,1,1.22,1,0.73,1
Chandigarh,Chandigarh,30.73,76.78,Tier-Y,shoulder,1603,3309,6710,257,907,2497,268,0,3836,1,0.87,1,0.72,1
Chandigarh,Chandigarh,30.73,76.78,Tier-Y,offpeak,1435,3806,7114,248,697,1708,397,0,2469,1,1.22,1,0.71,1
Srinagar,Srinagar,34.08,74.79,Tier-Y,peak,1589,4121,15296,374,1533,2808,378,0,5012,1,1.0,1,0.72,1
Srinagar,Srinagar,34.08,74.79,Tier-Y,shoulder,1329,3021,9244,278,849,2122,419,0,2322,1,1.14,1,0.72,1
Srinagar,Srinagar,34.08,74.79,Tier-Y,offpeak,1061,2436,4373,166,840,1386,390,0,1962,1,1.01,1,0.71,1
Jammu,Jammu,32.73,74.86,Tier-Y,peak,1971,5739,9810,252,1192,2279,268,0,3104,1,0.89,1,0.71,1
Jammu,Jammu,32.73,74.86,Tier-Y,shoulder,1459,4917,10104,225,768,2502,511,0,3458,1,1.06,1,0.73,1
Jammu,Jammu,32.73,74.86,Tier-Y,offpeak,1067,2462,5717,204,1039,1574,420,0,1985,1,1.2,1,0.71,1
Coimbatore,Coimbatore,11.01,76.96,Tier-Y,peak,1592,4201,8240,374,1401,2489,588,0,3950,1,1.15,1,0.71,1
Coimbatore,Coimbatore,11.01,76.96,Tier-Y,shoulder,1179,3177,8862,208,1246,2363,560,0,3408,1,1.2,1,0.73,1
Coimbatore,Coimbatore,11.01,76.96,Tier-Y,offpeak,1095,3839,9006,261,873,1558,307,0,1878,1,1.07,1,0.72,1
Madurai,Madurai,9.92,78.11,Tier-Y,peak,1281,3336,10791,392,891,2802,371,0,4749,1,1.07,1,0.72,1
Madurai,Madurai,9.92,78.11,Tier-Y,shoulder,1558,3196,10697,345,906,1789,479,0,2688,1,0.9,1,0.72,1
Madurai,Madurai,9.92,78.11,Tier-Y,offpeak,924,2222,3302,182,597,1826,466,0,2196,1,1.07,1,0.71,1
Hosur,Krishnagiri,12.73,77.82,Tier-Y,peak,1986,6928,6615,375,1418,2482,276,0,2485,1,0.89,1,0.72,1
Hosur,Krishnagiri,12.73,77.82,Tier-Y,shoulder,1429,4571,9217,333,808,1747,475,0,3107,1,0.96,1,0.71,1
Hosur,Krishnagiri,12.73,77.82,Tier-Y,offpeak,1788,4270,4456,225,919,1561,388,0,2190,1,1.22,1,0.71,1
Tiruppur,Tiruppur,11.1,77.34,Tier-Y,peak,2265,6766,11109,246,1194,2273,313,0,2816,1,1.15,1,0.72,1
Tiruppur,Tiruppur,11.1,77.34,Tier-Y,shoulder,1547,3679,7127,436,1225,2773,362,0,2742,1,1.23,1,0.72,1
Tiruppur,Tiruppur,11.1,77.34,Tier-Y,offpeak,1485,4364,8390,298,809,1879,410,0,3482,1,1.08,1,0.72,1
Salem,Salem,11.66,78.16,Tier-Y,peak,1974,5012,12563,373,1165,1792,328,0,2878,1,1.0,1,0.72,1
Salem,Salem,11.66,78.16,Tier-Y,shoulder,1217,3803,9937,241,1194,2636,589,0,3921,1,1.15,1,0.71,1
Salem,Salem,11.66,78.16,Tier-Y,offpeak,1578,2909,5903,324,929,1740,425,0,2908,1,0.86,1,0.71,1
Thoothukudi,Thoothukudi,8.76,78.13,Tier-Y,peak,2431,6156,13467,460,1074,1957,427,0,4314,1,1.24,1,0.72,1
Thoothukudi,Thoothukudi,8.76,78.13,Tier-Y,shoulder,1323,3476,11964,404,1022,2792,323,0,2617,1,1.23,1,0.72,1
Thoothukudi,Thoothukudi,8.76,78.13,Tier-Y,offpeak,1089,2414,4923,226,597,1838,288,0,3130,1,1.03,1,0.72,1
Manali,Kullu,32.24,77.19,Tier-Z,peak,2327,5027,7313,258,841,2555,375,0,0,1,0.99,1,0.72,0
Manali,Kullu,32.24,77.19,Tier-Z,shoulder,1458,3201,11171,345,1035,1662,299,0,0,1,1.0,1,0.72,0
Manali,Kullu,32.24,77.19,Tier-Z,offpeak,816,1565,3636,312,584,1775,340,0,0,1,1.18,1,0.72,0
Munnar,Idukki,10.09,77.06,Tier-Z,peak,1994,5413,7424,284,1074,1637,337,0,0,1,0.99,0,0.72,0
Munnar,Idukki,10.09,77.06,Tier-Z,shoulder,2019,4558,12211,178,1073,1402,306,0,0,1,0.99,0,0.73,0
Munnar,Idukki,10.09,77.06,Tier-Z,offpeak,1161,1989,3909,308,387,1308,191,0,0,1,1.15,0,0.71,0
Puri,Puri,19.82,85.83,Tier-Z,peak,2051,3115,8491,192,895,2598,412,0,0,1,0.87,1,0.72,0
Puri,Puri,19.82,85.83,Tier-Z,shoulder,1531,5580,7811,342,676,1720,405,0,0,1,1.22,1,0.72,0
Puri,Puri,19.82,85.83,Tier-Z,offpeak,755,2820,3573,293,500,1514,270,0,0,1,1.04,1,0.73,0
Shirdi,Ahmednagar,19.77,74.48,Tier-Z,peak,1988,5997,11664,281,853,1621,379,0,0,1,1.14,1,0.73,0
Shirdi,Ahmednagar,19.77,74.48,Tier-Z,shoulder,1771,4877,7086,227,685,1372,342,0,0,1,0.91,1,0.71,0
Shirdi,Ahmednagar,19.77,74.48,Tier-Z,offpeak,1204,2554,5166,135,540,1099,244,0,0,1,1.0,1,0.72,0
Haridwar,Haridwar,29.95,78.16,Tier-Z,peak,1405,4835,10220,286,999,1589,363,0,0,1,1.18,1,0.73,0
Haridwar,Haridwar,29.95,78.16,Tier-Z,shoulder,1757,3995,5893,266,594,1400,340,0,0,1,0.89,1,0.72,0
Haridwar,Haridwar,29.95,78.16,Tier-Z,offpeak,1123,3090,5820,181,710,1491,226,0,0,1,1.23,1,0.72,0
Darjeeling,Darjeeling,27.04,88.26,Tier-Z,peak,1835,3442,9138,407,1090,2431,440,0,0,1,1.14,0,0.71,0
Darjeeling,Darjeeling,27.04,88.26,Tier-Z,shoulder,1500,4751,9255,360,812,2125,332,0,0,1,1.13,0,0.72,0
Darjeeling,Darjeeling,27.04,88.26,Tier-Z,offpeak,1183,2132,3006,134,867,1249,285,0,0,1,1.15,0,0.72,0
Leh,Leh,34.1,77.35,Rural,peak,1225,3338,7692,150,774,1653,0,0,0,1,0.96,0,0.73,1
Leh,Leh,34.1,77.35,Rural,shoulder,668,3581,5952,161,776,1023,0,0,0,1,0.89,0,0.72,1
Leh,Leh,34.1,77.35,Rural,offpeak,641,1081,1665,115,283,666,0,0,0,1,0.92,0,0.72,1
Mawlynnong,East Khasi Hills,25.2,91.92,Rural,peak,1373,2734,6932,221,590,1234,0,0,0,1,1.24,1,0.73,0
Mawlynnong,East Khasi Hills,25.2,91.92,Rural,shoulder,1075,1919,4561,139,645,1303,0,0,0,1,1.23,1,0.73,0
Mawlynnong,East Khasi Hills,25.2,91.92,Rural,offpeak,456,2010,2884,158,389,1227,0,0,0,1,1.01,1,0.72,0
Hodka Village,Kutch,23.73,70.0,Rural,peak,1070,3307,6901,263,500,1107,0,0,0,1,1.15,1,0.73,0
Hodka Village,Kutch,23.73,70.0,Rural,shoulder,1135,1785,5046,161,778,1459,0,0,0,1,1.24,1,0.72,0
Hodka Village,Kutch,23.73,70.0,Rural,offpeak,792,2070,3115,256,325,1059,0,0,0,1,1.1,1,0.73,0
Itanagar,Papum Pare,27.1,93.62,Tier-Z,peak,2070,3304,9583,362,668,1996,312,0,0,1,1.24,1,0.73,0
Itanagar,Papum Pare,27.1,93.62,Tier-Z,shoulder,1675,3864,8123,220,1014,1375,354,0,0,1,1.22,1,0.71,0
Itanagar,Papum Pare,27.1,93.62,Tier-Z,offpeak,911,3124,6475,278,597,1475,292,0,0,1,1.01,1,0.72,0
Shillong,East Khasi Hills,25.57,91.88,Tier-Z,peak,2929,5341,11408,324,1089,2216,472,0,0,1,1.16,1,0.71,0
Shillong,East Khasi Hills,25.57,91.88,Tier-Z,shoulder,1214,2787,10012,192,1127,2495,366,0,0,1,1.04,1,0.72,0
Shillong,East Khasi Hills,25.57,91.88,Tier-Z,offpeak,1110,1599,2845,195,581,1207,313,0,0,1,0.87,1,0.71,0
Kohima,Kohima,25.67,94.11,Tier-Z,peak,1345,4271,7197,343,708,2174,387,0,0,1,0.92,0,0.73,0
Kohima,Kohima,25.67,94.11,Tier-Z,shoulder,1274,3776,7360,217,1101,2077,274,0,0,1,1.14,0,0.72,0
Kohima,Kohima,25.67,94.11,Tier-Z,offpeak,1240,3863,4235,163,758,1172,222,0,0,1,1.15,0,0.71,0
Imphal,Imphal West,24.81,93.95,Tier-Z,peak,984,3976,7807,211,773,1693,338,0,0,1,0.85,1,0.73,0
Imphal,Imphal West,24.81,93.95,Tier-Z,shoulder,1130,2888,7738,330,514,1930,232,0,0,1,1.05,1,0.72,0
Imphal,Imphal West,24.81,93.95,Tier-Z,offpeak,1642,2298,5665,278,800,1641,345,0,0,1,1.18,1,0.72,0
Aizawl,Aizawl,23.73,92.72,Tier-Z,peak,1063,5085,11557,269,609,2127,258,0,0,1,1.19,1,0.72,0
Aizawl,Aizawl,23.73,92.72,Tier-Z,shoulder,2055,5285,9482,210,601,1433,330,0,0,1,1.19,1,0.72,0
Aizawl,Aizawl,23.73,92.72,Tier-Z,offpeak,850,3328,3856,253,882,1832,321,0,0,1,0.88,1,0.71,0
Agartala,West Tripura,23.83,91.28,Tier-Z,peak,1964,3093,6833,318,1046,2328,337,0,0,1,1.08,1,0.73,0
Agartala,West Tripura,23.83,91.28,Tier-Z,shoulder,1686,4450,5002,217,802,1549,402,0,0,1,1.12,1,0.72,0
